fecha,cierre_martes,fuente_precio,open_interest,noncomm_long,noncomm_short,noncomm_spreads,comm_long,comm_short,nonrep_long,nonrep_short,mm_long,mm_short,mm_spreads,swap_long,swap_short,swap_spreads,prod_long,prod_short,other_long,other_short,other_spreads,conc_4_long,conc_4_short,conc_8_long,conc_8_short,traders_total,traders_noncomm_long,traders_noncomm_short
2010-12-14,1403.6,gc_futuro,594652,259917,39722,77570,184736,452871,72429,24489,180601,11976,59632,94016,195589,20119,70601,237163,79316,27746,17938,22.2,36.7,27.6,47.2,339,205,56
2010-12-21,1388.2,gc_futuro,582133,251722,45298,67525,194090,445898,68796,23412,172385,14735,52117,97973,194956,20118,75999,230824,79337,30563,15408,23.1,35.9,28.8,46.5,339,203,59
2010-12-28,1405.2,gc_futuro,594490,258145,42357,73193,190440,450210,72712,28730,180866,12952,52679,95816,197705,19581,75043,232924,77279,29405,20514,22.3,35.3,27.6,46.0,346,206,61
2011-01-04,1378.5,gc_futuro,592613,250305,47987,68997,193319,447901,79992,27728,172298,16163,50911,94514,187982,21493,77312,238426,78007,31824,18086,22.4,35.1,27.7,45.5,360,209,69
2011-01-11,1384.0,gc_futuro,588179,234333,56961,82517,201336,426400,69993,22301,160750,21194,61548,97363,172993,21325,82648,232082,73583,35767,20969,23.1,32.2,28.7,43.4,335,184,69
2011-01-18,1368.1,gc_futuro,587832,237404,72411,81307,201589,408060,67532,26054,159114,25874,63507,94446,167656,22640,84503,217764,78290,46537,17800,22.8,28.7,28.5,39.8,355,186,85
2011-01-25,1332.3,gc_futuro,506047,232725,72136,25547,181815,379298,65960,29066,160562,22345,7984,93948,163849,22466,65401,192983,72163,49791,17563,26.3,33.1,32.7,44.7,346,176,89
2011-02-01,1339.6,gc_futuro,462907,212265,61071,25247,159816,353013,65579,23576,145530,21797,9046,79773,151982,21638,58405,179393,66735,39274,16201,25.9,36.1,32.6,47.3,321,164,82
2011-02-08,1363.4,gc_futuro,469779,226799,59706,21916,154774,364685,66290,23472,159732,18223,7321,75858,162056,22097,56819,180532,67067,41483,14595,24.8,35.3,31.4,46.6,326,177,70
2011-02-15,1373.6,gc_futuro,473345,230943,58099,21528,153168,371794,67706,21924,166406,12172,8713,73331,165700,22728,57109,183366,64537,45927,12815,23.2,34.7,29.5,47.0,334,182,73
2011-02-22,1400.5,gc_futuro,502119,246967,66543,23760,157951,389757,73441,22059,185082,16633,9152,77369,174651,24296,56286,190810,61885,49910,14608,22.3,33.3,28.5,44.9,362,206,78
2011-03-01,1430.7,gc_futuro,515784,257754,60501,27992,155830,406426,74208,20865,199371,10555,10984,71436,180326,28142,56252,197958,58383,49946,17008,19.7,32.7,26.3,45.2,358,213,68
2011-03-08,1426.9,gc_futuro,515214,253434,62494,32206,152903,400367,76671,20147,197377,8757,9819,68788,169838,27092,57023,203437,56057,53737,22387,19.6,32.5,26.5,44.4,360,215,66
2011-03-15,1392.6,gc_futuro,507760,240661,66090,31471,168330,388484,67298,21715,187986,11748,13812,73577,157105,30839,63914,200540,52675,54342,17659,20.7,32.9,26.9,43.5,345,195,78
2011-03-22,1427.5,gc_futuro,509131,231512,56675,43600,162616,387415,71403,21441,183912,5037,14237,72601,155495,29180,60835,202740,47600,51638,29363,20.5,32.0,26.8,42.5,339,199,64
2011-03-29,1416.0,gc_futuro,492087,242343,49222,22806,158429,399198,68509,20861,196020,4603,7071,63666,149423,26634,68129,223141,46323,44619,15735,19.4,31.6,26.0,43.7,331,208,52
2011-04-05,1451.8,gc_futuro,508956,259792,55086,16131,157327,415992,75706,21747,213018,6324,3129,66572,166613,23712,67043,225667,46774,48762,13002,19.1,31.6,25.8,44.2,356,218,61
2011-04-12,1452.9,gc_futuro,514871,261335,59590,24447,157498,411186,71591,19648,208714,6810,6539,67862,159740,21910,67726,229536,52621,52780,17908,19.1,31.2,26.0,44.0,358,217,68
2011-04-19,1494.5,gc_futuro,537946,274208,59282,30440,157793,424341,75505,23883,216243,4506,6808,68294,162539,24654,64845,237148,57965,54776,23632,18.2,30.0,24.8,43.9,364,233,59
2011-04-26,1503.0,gc_futuro,530132,260607,59341,28362,167035,416029,74128,26400,207496,5079,8751,71574,159529,28744,66717,227756,53111,54262,19611,19.4,30.1,26.4,43.7,357,223,56
2011-05-03,1540.1,gc_futuro,522323,259440,66784,27637,161934,402036,73312,25866,203624,10746,7777,71213,149022,32450,58271,220564,55816,56038,19860,19.8,29.6,27.1,43.9,361,222,62
2011-05-10,1516.6,gc_futuro,510151,240975,64636,21744,178418,399999,69014,23772,191435,10461,7817,81148,142836,33863,63407,223300,49540,54175,13927,21.7,30.6,28.5,44.9,341,198,68
2011-05-17,1479.8,gc_futuro,509164,227421,62818,27803,189113,396062,64827,22481,181722,7934,11070,81691,136382,37465,69957,222215,45699,54884,16733,21.8,29.9,28.4,43.6,332,187,71
2011-05-24,1523.2,gc_futuro,531180,240461,68067,38165,185259,402496,67295,22452,191481,14589,15377,78629,136079,32129,74501,234288,48980,53478,22788,20.5,28.1,27.2,41.4,355,202,73
2011-05-31,1535.9,gc_futuro,501400,247185,55411,15917,170783,411291,67515,18781,197416,10101,4803,74032,141949,26920,69831,242422,49769,45310,11114,21.8,30.1,28.6,44.8,320,199,51
2011-06-07,1543.3,gc_futuro,502251,251837,53129,14209,168869,416553,67336,18360,203518,7648,3343,80091,150041,24947,63831,241565,48319,45481,10866,23.1,31.2,29.4,47.0,326,207,47
2011-06-14,1523.8,gc_futuro,497780,247713,56018,14270,171824,409253,63973,18239,197429,9643,3568,79154,145393,26877,65793,236983,50284,46375,10702,23.6,31.1,29.8,46.6,331,207,52
2011-06-21,1546.0,gc_futuro,515016,262254,59027,16931,167811,419058,68020,20000,213479,7220,5146,76888,149148,23597,67326,246313,48775,51807,11785,22.5,31.5,28.6,46.3,348,215,64
2011-06-28,1499.7,gc_futuro,495761,225982,60080,24711,177824,386579,67244,24391,178804,9233,8131,81495,137861,24472,71857,224246,47178,50847,16580,24.0,30.7,30.1,44.3,320,189,59
2011-07-05,1512.3,gc_futuro,489782,219889,62114,27693,177118,379120,65082,20855,173769,8346,10448,78864,135243,25961,72293,217916,46120,53768,17245,24.3,30.9,30.4,43.8,325,188,63
2011-07-12,1561.9,gc_futuro,520202,262515,64918,20012,167806,412055,69869,23217,208383,9278,4027,71779,145208,28120,67907,238727,54132,55640,15985,22.3,30.9,28.3,43.5,356,212,68
2011-07-19,1600.9,gc_futuro,542342,277492,58195,34731,162395,426209,67724,23207,220116,9827,8827,72982,160217,20417,68996,245575,57376,48368,25904,20.4,30.4,26.5,43.8,383,229,72
2011-07-26,1616.6,gc_futuro,536454,278473,42856,24264,158260,441233,75457,28101,221551,8050,6597,67650,150067,22064,68546,269102,56922,34806,17667,20.0,31.9,26.2,46.2,358,226,61
2011-08-02,1641.9,gc_futuro,529403,291974,44799,15714,155014,442648,66701,26242,237847,9023,949,63956,155650,19558,71500,267440,54127,35776,14765,19.8,31.1,26.2,46.9,375,239,64
2011-08-09,1740.0,gc_futuro,510223,259388,55815,14425,163472,412678,72938,27305,201303,9893,1905,69425,132788,16772,77275,263118,58085,45922,12520,20.3,30.7,26.4,43.9,366,213,76
2011-08-16,1782.4,gc_futuro,514107,263954,63868,19081,160562,409409,70510,21749,213261,13386,2098,63910,123935,17489,79163,267985,50693,50482,16983,19.0,30.0,25.2,42.6,372,219,77
2011-08-23,1858.3,gc_futuro,528520,258641,70960,24776,175150,405586,69953,27198,202430,10108,7880,68569,111925,17738,88843,275923,56211,60852,16896,19.1,28.6,25.4,40.3,357,212,76
2011-08-30,1826.7,gc_futuro,509326,237230,60283,29509,176476,393831,66111,25703,189799,6727,9366,60237,88980,22119,94120,282732,47431,53556,20143,20.0,28.3,26.2,38.4,335,194,70
2011-09-06,1869.9,gc_futuro,523294,248457,64086,31105,174101,401815,69631,26288,195197,7002,8560,63389,90803,20429,90283,290583,53260,57084,22545,19.3,27.9,25.1,37.5,350,201,76
2011-09-13,1826.8,gc_futuro,512068,235395,66548,28645,183452,393920,64576,22955,182461,6192,7273,66079,91933,23937,93436,278050,52934,60356,21372,20.2,29.3,26.1,39.4,351,202,73
2011-09-20,1806.6,gc_futuro,499356,212809,62280,30150,187257,384885,69140,22041,159718,8293,7659,69260,84944,21754,96243,278187,53091,53987,22491,18.9,31.1,24.7,41.0,348,197,78
2011-09-27,1650.6,gc_futuro,465414,181723,53922,28003,192457,359140,63231,24349,136103,13628,8131,70248,74518,20356,101853,264266,45620,40294,19872,20.2,32.8,26.3,41.5,314,164,76
2011-10-04,1614.7,gc_futuro,436920,180635,47479,22119,180289,345040,53877,22282,133320,12631,3322,73944,72082,11930,94415,261028,47315,34848,18797,21.4,35.0,27.5,44.8,324,172,82
2011-10-11,1659.7,gc_futuro,438090,179125,44623,22377,179749,348227,56839,22863,134111,12090,3333,71694,69440,15550,92505,263237,45014,32533,19044,21.3,34.8,27.2,44.5,311,171,69
2011-10-18,1651.7,gc_futuro,437739,175224,48246,23258,182341,341494,56916,24741,132678,14779,4995,72048,63317,15311,94982,262866,42546,33467,18263,21.5,32.3,27.5,42.1,320,170,74
2011-10-25,1699.6,gc_futuro,443723,182146,52425,23518,175677,343791,62382,23989,141961,15391,5953,68973,62250,15614,91090,265927,40185,37034,17565,20.9,31.3,26.7,41.8,332,176,81
2011-11-01,1711.0,gc_futuro,442435,183149,43204,25432,170316,352716,63538,21083,144879,11868,6395,63643,65975,17678,88995,269063,38270,31336,19037,19.8,31.6,25.5,42.5,327,179,78
2011-11-08,1798.4,gc_futuro,464982,200186,44479,18558,170248,367183,75990,34762,155632,9577,3792,60169,68611,24945,85134,273627,44554,34902,14766,17.8,32.0,23.4,41.4,333,191,71
2011-11-15,1781.7,gc_futuro,470490,205417,46203,26282,170594,374757,68197,23248,159850,8940,6756,51941,68065,30879,87774,275813,45567,37263,19526,16.4,31.9,22.3,41.3,345,196,77
2011-11-22,1702.2,gc_futuro,457070,194066,33096,25222,170098,362511,67684,36241,146180,8498,8212,40204,68084,31118,98776,263309,47886,24598,17010,15.9,27.6,21.5,37.3,306,158,74
2011-11-29,1713.4,gc_futuro,423176,186031,31238,22953,151929,345474,62263,23511,141009,7215,7882,40247,65863,23578,88104,256033,45022,24023,15071,17.0,31.4,23.1,40.8,303,166,63
2011-12-06,1727.9,gc_futuro,422956,192752,33041,23758,142443,343943,64003,22214,146486,8794,8391,43192,67012,20547,78704,256384,46266,24247,15367,16.9,32.6,23.1,42.5,306,174,58
2011-12-13,1659.9,gc_futuro,427699,184468,33965,29626,152357,338574,61248,25534,137811,10674,11769,50987,65336,17596,83774,255642,46657,23291,17857,17.5,32.0,24.3,42.0,302,156,71
2011-12-20,1615.6,gc_futuro,423465,172973,39037,34102,159783,324337,56607,25989,124617,13147,14719,58225,65412,16220,85338,242705,48356,25890,19383,18.2,30.0,25.2,41.4,300,154,77
2011-12-27,1594.2,gc_futuro,418945,167413,36625,31683,162522,326454,57327,24183,120594,14551,12279,58198,66946,18000,86324,241508,46819,22074,19404,18.6,30.4,25.3,41.9,300,148,77
2012-01-03,1599.7,gc_futuro,423275,169339,38368,33357,164117,325960,56462,25590,121961,17399,13412,57148,66627,20393,86576,238940,47378,20969,19945,19.2,29.9,25.4,40.2,295,142,78
2012-01-10,1631.0,gc_futuro,417923,166262,33502,33354,160949,327523,57358,23544,118994,15014,13000,52261,67895,20282,88406,239346,47268,18488,20354,18.4,29.9,23.9,39.7,305,161,68
2012-01-17,1655.2,gc_futuro,432838,167373,31344,34061,172691,345667,58713,21766,120582,11927,14364,51350,58417,31488,89853,255762,46791,19417,19697,16.4,30.5,22.1,40.8,301,163,66
2012-01-24,1664.2,gc_futuro,427032,173479,31256,29518,164048,343816,59987,22442,127512,10356,10088,48199,56319,30694,85155,256803,45967,20900,19430,16.3,30.9,22.2,42.1,304,171,59
2012-01-31,1737.8,gc_futuro,425133,197478,26119,22607,147555,357417,57493,18990,149921,5973,7917,33019,62383,30687,83849,264347,47557,20146,14690,15.6,32.7,21.4,44.5,308,183,56
2012-02-07,1746.4,gc_futuro,436061,207620,30113,23541,143085,364157,61815,18250,161575,5966,8551,35358,67271,27994,79733,268892,46045,24147,14990,15.9,33.1,21.5,44.9,315,187,60
2012-02-14,1715.9,gc_futuro,431164,200332,32912,24718,146818,356226,59296,17308,156994,8005,8257,37712,66322,29381,79725,260523,43338,24907,16461,16.4,32.4,21.7,44.1,315,183,65
2012-02-21,1757.1,gc_futuro,456676,214343,33382,29906,146004,375306,66423,18082,169144,8850,10917,36492,72311,30060,79452,272935,45199,24532,18989,15.6,32.3,20.8,44.0,331,201,60
2012-02-28,1787.0,gc_futuro,479044,231050,37830,32561,145061,390412,70372,18241,184843,7700,13711,36861,80431,29301,78899,280680,46207,30130,18850,15.2,32.1,20.5,43.8,333,200,61
2012-03-06,1671.4,gc_futuro,443249,198112,34847,33759,152969,353177,58409,21466,153286,11445,12414,43615,74719,27477,81877,250981,44826,23402,21345,16.6,29.6,21.8,40.9,314,178,68
2012-03-13,1693.7,gc_futuro,442319,190477,39571,38457,151435,343123,61950,21168,146286,12668,12058,46312,71399,23971,81152,247753,44191,26903,26399,15.9,29.2,21.3,40.5,316,178,72
2012-03-20,1646.7,gc_futuro,431039,175009,43546,31719,166859,332997,57452,22777,129938,16840,11709,51279,65845,30350,85230,236802,45071,26706,20010,16.4,26.4,22.0,38.5,299,158,73
2012-03-27,1684.8,gc_futuro,417304,182369,34548,22659,152335,337411,59941,22686,136546,12463,6004,50185,76178,25615,76535,235618,45823,22085,16655,16.1,29.5,22.0,42.3,294,174,55
2012-04-03,1670.0,gc_futuro,407761,175592,33827,20401,155751,333215,56017,20318,126887,13847,5455,51098,78239,25286,79367,229690,48705,19980,14946,16.4,28.7,22.5,42.2,283,166,51
2012-04-10,1659.5,gc_futuro,403989,170996,34343,27567,148103,319152,57323,22927,119710,15480,11513,49178,77698,20252,78673,221202,51286,18863,16054,16.6,27.2,22.4,40.5,286,161,60
2012-04-17,1650.3,gc_futuro,398526,168700,26695,28760,145730,321821,55336,21250,117770,10194,11247,46945,73745,23194,75591,224882,50930,16501,17513,16.8,27.8,22.5,41.0,286,161,58
2012-04-24,1643.0,gc_futuro,395389,165003,30009,26739,148994,316231,54653,22410,115706,12356,9070,45255,71491,24823,78916,219917,49297,17653,17669,17.1,27.1,23.0,39.7,289,148,70
2012-05-01,1661.7,gc_futuro,411972,169568,29175,31031,153584,331587,57789,20179,119865,9809,12155,45266,73822,29120,79198,228645,49703,19366,18876,16.4,27.5,21.9,40.4,287,154,61
2012-05-08,1604.0,gc_futuro,417798,166130,42827,36540,161037,312492,54091,25939,113307,22935,11061,44175,61933,34165,82697,216394,52823,19892,25479,16.7,24.2,22.2,36.3,310,151,83
2012-05-15,1556.8,gc_futuro,422091,164051,49909,35429,170616,309533,51995,27220,112920,32822,12198,46907,55235,41727,81982,212571,51131,17087,23231,17.6,22.6,23.6,34.2,309,157,77
2012-05-22,1576.3,gc_futuro,435706,169551,54400,40854,172750,308348,52551,32104,113453,38808,14057,54353,54271,25196,93201,228881,56098,15592,26797,17.1,22.8,23.1,33.8,300,151,75
2012-05-29,1548.6,gc_futuro,419991,167439,56727,32488,170208,300917,49856,29859,113383,40857,12366,54724,57513,26221,89263,217183,54056,15870,20122,17.5,22.7,23.8,34.3,290,151,68
2012-06-05,1615.2,gc_futuro,423941,183962,55098,30144,154597,310719,55238,27980,124211,35621,10322,55084,69368,24254,75259,217097,59751,19477,19822,17.3,24.3,23.9,36.3,285,155,64
2012-06-12,1612.7,gc_futuro,412244,181259,48944,30139,147076,305866,53770,27295,120365,32492,8871,49384,68982,22337,75355,214547,60894,16452,21268,17.2,23.6,23.6,35.4,289,160,63
2012-06-19,1622.2,gc_futuro,418492,184393,47989,29907,150812,314503,53380,26093,121411,28260,7712,52122,63347,21241,77449,229915,62982,19729,22195,17.2,25.4,23.9,36.7,301,166,66
2012-06-26,1574.0,gc_futuro,413618,174589,51970,30452,155729,299889,52848,31307,110884,33389,8015,57339,57627,19018,79372,223244,63705,18581,22437,18.4,24.2,25.2,36.0,300,155,79
2012-07-03,1621.3,gc_futuro,425068,187263,50048,28717,154926,321563,54162,24740,125464,29245,8724,50550,61066,24033,80343,236464,61799,20803,19993,17.8,24.5,24.7,36.9,289,149,70
2012-07-10,1579.3,gc_futuro,429854,182156,55921,30232,163399,316165,54067,27536,115071,34784,8722,54038,53239,28689,80672,234237,67085,21137,21510,17.3,24.2,24.0,36.2,288,150,70
2012-07-17,1589.1,gc_futuro,431317,180474,51515,32493,162570,321389,55780,25920,109800,28444,8121,55690,56308,27003,79877,238078,70674,23071,24372,16.8,25.4,23.5,37.2,285,151,64
2012-07-24,1576.0,gc_futuro,420296,166085,53108,33793,166448,302693,53970,30702,92963,33154,11695,55448,54022,28607,82393,220064,73122,19954,22098,14.7,23.1,21.7,34.4,280,153,59
2012-07-31,1610.5,gc_futuro,403403,171331,45267,22297,155355,311367,54420,24472,105196,24339,7566,52701,60967,23183,79471,227217,66135,20928,14731,14.0,24.6,21.1,36.0,294,167,59
2012-08-07,1609.7,gc_futuro,388254,163082,47582,21030,149011,295429,55131,24213,96887,27177,5958,49288,60873,22688,77035,211868,66195,20405,15072,13.7,22.3,20.8,33.9,291,160,65
2012-08-14,1599.4,gc_futuro,388187,161435,47131,25318,147418,291358,54016,24380,95478,28822,7201,50179,61751,22840,74399,206767,65957,18309,18117,14.0,21.0,21.3,32.9,296,159,68
2012-08-21,1639.9,gc_futuro,398747,170780,40096,26253,137903,309125,63811,23273,111063,19478,6719,41776,69766,23842,72285,215517,59717,20618,19534,13.2,21.1,19.3,33.8,315,182,55
2012-08-28,1666.5,gc_futuro,426559,194680,36189,24517,139050,342674,68312,23179,127743,14577,6834,38045,81300,27872,73133,233502,66937,21612,17683,12.1,23.3,18.0,35.6,328,199,52
2012-09-04,1692.9,gc_futuro,444489,204945,34481,28213,139746,359132,71585,22663,136347,13420,7216,40011,80804,27788,71947,250540,68598,21061,20997,11.8,25.9,17.5,37.8,332,205,52
2012-09-11,1731.8,gc_futuro,460531,214403,32387,28067,143148,380239,74913,19838,147696,10083,7935,39378,83003,31033,72737,266203,66707,22304,20132,11.7,27.6,17.4,39.5,334,207,53
2012-09-18,1768.4,gc_futuro,478609,224988,33873,27931,148802,398435,76888,18370,155972,11670,7932,39854,97568,64594,44354,236273,69016,22203,19999,12.4,30.0,18.1,41.2,346,216,57
2012-09-25,1763.8,gc_futuro,489516,233994,30098,32641,144506,406861,78375,19916,167404,9176,13260,45297,95080,55152,44057,256629,66590,20922,19381,12.2,33.3,18.2,44.2,342,217,47
2012-10-02,1772.7,gc_futuro,480908,239434,31108,26727,136250,405520,78497,17553,171822,8832,13202,45440,98454,48781,42029,258285,67612,22276,13525,12.7,35.0,18.9,47.5,352,224,55
2012-10-09,1763.0,gc_futuro,484359,247401,35452,32187,131714,398702,73057,18018,177644,10171,16633,45750,96084,44056,41908,258562,69757,25281,15554,12.8,35.0,19.5,47.4,354,223,59
2012-10-16,1744.7,gc_futuro,462826,232988,38968,28096,129500,376883,72242,18879,169829,11245,13951,45506,93467,44551,39443,238865,63159,27723,14145,13.4,33.6,19.9,46.8,354,215,64
2012-10-23,1708.3,gc_futuro,455836,222095,40052,31001,132859,365524,69881,19259,159412,12776,14982,46353,87924,45578,40928,232022,62683,27276,16019,14.7,33.0,21.3,46.0,341,203,65
2012-10-30,1710.9,gc_futuro,454742,207532,37310,29351,144346,367110,73513,20971,149389,13961,15285,50003,87771,52611,41732,226728,58143,23349,14066,14.6,32.2,21.2,44.1,332,205,59
2012-11-06,1714.1,gc_futuro,447154,196504,36331,36245,144788,352530,69617,22048,128668,13499,20988,52213,92406,48415,44160,211709,67836,22832,15257,14.0,29.3,21.7,41.4,346,209,60
2012-11-13,1724.2,gc_futuro,459761,207847,36253,33324,144488,369283,74102,20901,137972,13042,18549,48431,90355,51182,44875,227746,69875,23211,14775,12.7,31.6,20.0,43.8,343,209,63
2012-11-20,1723.2,gc_futuro,474129,217433,36618,38921,145098,381162,72677,17428,147339,11400,19782,48306,95561,52568,44224,233033,70094,25218,19139,12.1,31.5,19.4,43.3,355,213,66
2012-11-27,1742.2,gc_futuro,479373,228431,28024,30050,141117,399829,79775,21470,159947,7640,15015,42719,104092,51004,47394,244733,68484,20384,15035,12.3,32.6,19.5,45.0,339,210,51
2012-12-04,1694.4,gc_futuro,434416,202177,36441,22774,135887,353483,73578,21718,134304,15559,11410,41757,84422,45874,48256,223187,67873,20882,11364,13.1,33.3,20.9,44.5,342,199,63
2012-12-11,1708.2,gc_futuro,433586,201955,38256,24220,135772,350652,71639,20458,134234,14579,12335,39045,91347,46557,50170,212748,67721,23677,11885,13.0,31.0,20.6,43.3,335,195,61
2012-12-18,1669.5,gc_futuro,435742,202641,44860,26462,137780,339914,68859,24506,130786,22755,11318,40727,93089,46840,50213,199985,71855,22105,15144,13.6,28.7,21.0,40.9,341,190,70
2012-12-24,1658.6,gc_futuro,426300,200436,50340,24184,139479,327143,62201,24633,128403,29509,9953,37952,88595,49642,51885,188906,72033,20831,14231,14.4,27.6,21.2,39.5,331,183,70
2012-12-31,1674.8,gc_futuro,427991,198660,50141,21653,143210,331869,64468,24328,124967,27848,7514,40449,93606,51770,50991,186493,73693,22293,14139,14.8,27.6,22.0,39.3,323,179,65
2013-01-08,1661.5,gc_futuro,441304,193869,51061,34559,152103,330575,60773,25109,117603,30254,15483,53802,96756,46495,51806,187324,76266,20807,19076,14.4,26.4,21.6,39.4,336,188,73
2013-01-15,1683.4,gc_futuro,447773,192955,47839,34546,156010,341123,64262,24265,118437,27333,14631,50280,100052,53001,52729,188070,74518,20506,19915,14.8,26.0,22.1,39.7,332,182,70
2013-01-22,1692.8,gc_futuro,461369,195795,43898,46176,153048,348998,66350,22297,121758,23861,21140,47206,102364,50680,55162,195954,74037,20037,25036,14.5,25.5,21.4,39.0,338,193,63
2013-01-29,1660.7,gc_futuro,430718,181103,54155,26035,159776,326873,63804,23655,111076,34575,9685,55064,90878,42369,62343,193626,70027,19580,16350,16.8,25.2,24.6,38.4,329,182,74
2013-02-05,1672.4,gc_futuro,423982,192806,55341,24811,145291,319898,61074,23932,113058,34510,10401,51722,91464,43738,49831,184696,79748,20831,14410,16.6,24.8,24.4,38.6,333,184,74
2013-02-12,1648.7,gc_futuro,435088,193941,67106,24521,154573,315226,62053,28235,113939,47357,9721,55538,91349,44869,54166,179008,80002,19749,14800,16.3,22.8,24.3,35.8,336,184,76
2013-02-19,1603.6,gc_futuro,447290,195870,92219,30882,158900,290982,61638,33207,109507,66697,13847,56500,84147,46321,56079,160514,86363,25522,17035,16.0,20.0,22.9,32.3,364,187,100
2013-02-26,1615.2,gc_futuro,433858,201956,85357,25267,151145,288765,55490,34469,112888,62035,10835,53742,82223,46575,50828,159967,89068,23322,14432,16.2,20.5,23.1,32.8,340,176,86
2013-03-05,1574.6,gc_futuro,434586,195248,87661,31003,150453,284251,57882,31671,108352,67182,13695,51325,85361,44930,54198,153960,86896,20479,17308,16.4,21.3,22.8,33.3,352,178,93
2013-03-12,1591.5,gc_futuro,445651,201617,87110,35982,149550,291671,58502,30888,112966,68642,15527,50051,96930,44038,55461,150703,88651,18468,20455,16.3,21.3,22.6,33.2,355,185,89
2013-03-19,1611.3,gc_futuro,440712,208895,73285,37122,136677,299041,58018,31264,121388,56609,16110,36981,99920,46223,53473,152898,87507,16676,21012,16.0,20.6,21.4,31.7,348,187,82
2013-03-26,1595.8,gc_futuro,419727,200389,67943,24431,139588,298061,55319,29292,110766,54831,11326,36400,99887,44646,58542,153528,89623,13112,13105,15.8,22.9,21.6,34.3,327,174,76
2013-04-02,1575.1,gc_futuro,417176,202634,82428,25084,137205,279727,52253,29937,110504,66308,11715,42206,102255,41451,53548,136021,92130,16120,13369,16.3,23.3,23.3,35.4,358,188,86
2013-04-09,1586.2,gc_futuro,416513,203812,84453,23873,135855,279657,52973,28530,113423,63436,12518,43492,110732,39018,53345,129907,90389,21017,11355,17.2,24.0,24.9,36.2,354,183,87
2013-04-16,1386.8,gc_futuro,413083,204677,75795,18067,144522,286451,45817,32770,122687,54025,6693,39834,108393,43600,61088,134458,81990,21770,11374,17.0,23.3,24.5,34.7,336,170,86
2013-04-23,1408.6,gc_futuro,415074,197188,92933,21887,156131,260519,39868,39735,119662,66743,7281,43342,97668,44344,68445,118507,77526,26190,14606,19.3,20.8,26.5,32.7,347,156,108
2013-04-30,1472.2,gc_futuro,421087,193310,96258,20115,170211,265774,37451,38940,116815,65224,7398,43088,95699,49883,77240,120192,76495,31034,12717,18.2,20.4,25.6,31.7,313,137,96
2013-05-07,1449.0,gc_futuro,437931,189343,99920,23851,186671,274390,38066,39770,115705,67172,9484,49861,100117,52988,83822,121285,73638,32748,14367,19.2,20.2,26.3,30.8,309,127,103
2013-05-14,1424.7,gc_futuro,443806,186921,103195,25713,190502,274648,40670,40250,112533,73149,9385,43781,100861,49457,97264,124330,74388,30046,16328,19.6,18.7,26.5,28.6,319,131,102
2013-05-21,1377.8,gc_futuro,446087,189401,109142,22414,192147,276269,42125,38262,113088,76730,9785,43209,92997,53624,95314,129648,76313,32412,12629,19.9,18.3,26.9,28.0,327,129,111
2013-05-28,1379.1,gc_futuro,411001,172565,115686,21758,171995,231216,44683,42341,114281,67244,8164,45571,67221,50435,75989,113560,58284,48442,13594,23.9,21.4,30.8,32.7,306,122,105
2013-06-04,1397.1,gc_futuro,373061,170971,109771,18663,147497,209149,35930,35478,112259,58671,6840,43384,71906,36780,67333,100463,58712,51100,11823,29.3,25.8,36.3,39.5,291,118,90
2013-06-11,1377.0,gc_futuro,373844,174015,115010,17566,146470,204792,35793,36476,116492,61174,7154,43835,72278,35826,66809,96688,57523,53836,10412,30.1,26.6,36.9,39.1,293,119,94
2013-06-18,1366.6,gc_futuro,377106,166771,123079,17807,155303,199418,37225,36802,110415,71162,7175,46412,70187,39137,69754,90094,56356,51917,10632,30.3,27.1,37.0,39.3,290,116,94
2013-06-25,1274.8,gc_futuro,390647,164901,130749,21858,164958,200166,38930,37874,107441,77152,9787,44960,60902,42007,77991,97257,57460,53597,12071,29.5,26.2,36.0,37.9,301,112,107
2013-07-02,1243.6,gc_futuro,410399,158712,137961,27133,186385,209161,38169,36144,103011,81627,12696,56018,63604,42777,87590,102780,55701,56334,14437,29.5,25.6,36.6,36.8,292,115,95
2013-07-09,1245.9,gc_futuro,431574,160214,143657,31041,202617,221658,37702,35218,105942,82060,12223,60807,64720,44261,97549,112677,54272,61597,18818,30.4,24.7,37.4,35.6,292,110,102
2013-07-16,1290.8,gc_futuro,440283,156571,133109,23071,222746,247353,37895,36750,106737,64896,6402,56214,66927,53805,112727,126621,49834,68213,16669,29.8,25.7,36.8,35.5,294,117,96
2013-07-23,1335.1,gc_futuro,434750,161197,127006,25291,210233,244929,38029,37524,111993,56639,7885,49117,69521,50057,111059,125351,49204,70367,17406,32.4,26.1,39.2,36.0,297,116,102
2013-07-30,1324.0,gc_futuro,397035,154519,126153,19841,188832,214606,33843,36435,108850,56821,6156,45472,66832,40961,102399,106813,45669,69332,13685,35.4,27.0,42.1,38.2,274,105,91
2013-08-06,1283.2,gc_futuro,396062,153812,102177,18480,187636,241795,36134,33610,105340,70596,5257,48021,97724,39169,100446,104902,48472,31581,13223,35.5,27.0,42.3,39.7,283,107,98
2013-08-13,1321.2,gc_futuro,390547,148524,94598,19182,184321,245195,38520,31572,100561,62573,6240,48387,101967,38439,97495,104789,47963,32025,12942,33.9,27.1,40.4,39.7,278,105,92
2013-08-20,1373.1,gc_futuro,385410,151348,90952,20004,176610,244275,37448,30179,104483,56067,5642,51336,106661,38851,86423,98763,46865,34885,14362,31.6,26.1,38.5,37.9,285,116,81
